Image,Species,BinCb_1,BinCb_2,BinCb_3,BinCb_4,BinCb_5,BinCb_6,BinCb_7,BinCb_8,BinCb_9,BinCb_10,BinCb_11,BinCb_12,BinCb_13,BinCb_14,BinCb_15,BinCb_16,BinCr_1,BinCr_2,BinCr_3,BinCr_4,BinCr_5,BinCr_6,BinCr_7,BinCr_8,BinCr_9,BinCr_10,BinCr_11,BinCr_12,BinCr_13,BinCr_14,BinCr_15,BinCr_16
1053080414_1edf92651d_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,1,93,2406,12597,17967,9510,4718,0,0,0,0,1,7,46,234,707,1492,2560,5709,10899,17374,16931,8683
1074784463_46a8df182c_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9343,0,0,0,0,0,0,8,51,296,833,1412,3566,10944,32664,14162,1586
11018294886_306c3ce9db_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8798,0,0,0,0,0,0,0,0,0,0,0,9,56,228,26481,34969
1114112634_a74a2d9718_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536
1126428236_a39cc4f40c_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,2,61,1629,20831,22681,9736,3922,0,0,0,0,0,0,0,0,0,0,26,509,4987,18139,25983,14561
1187514219_6aa8002901_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1892,7547,0,0,0,0,0,0,0,0,0,0,0,31,506,3252,3984,5231
121833397_0139a4bf24_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,2,400,5932,18821,0,0,0,0,0,0,0,0,0,0,23,158,987,6000,16958,28898
1311687757_92d263cf74_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1090,44851,0,0,2,12,42,66,114,208,373,546,792,1035,1427,2321,4273,43432
1343712578_6357baf6fa_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2223,25442,0,0,0,0,0,0,0,1,6,34,385,2322,5570,9777,13127,16988
14160356314_4f63e3e5fa_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,52,502,1894,1627,1269,1278,22472,0,0,0,0,26,95,432,1247,2011,2038,2182,2973,4830,6480,28434,13960
14206032168_673f1ccf80_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,19963,0,0,0,0,0,0,0,0,0,0,0,2,12,136,2168,43477
14342572710_c96900a75b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,2,2633,8434,17833,0,0,0,0,0,0,0,0,0,0,0,10,1551,6069,6389,15236
14342606979_0dae7fa598_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,1,260,8931,16867,14688,20721,0,0,0,0,0,0,0,32,163,461,1053,4204,8488,13049,19495,17508
14342611079_9034be04fd_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,6,73,3191,19669,15990,8960,9317,0,0,0,0,0,0,0,0,0,5,202,1670,4875,11885,16239,25309
14342758267_5f39de515e_c.jpg,astilbe,0,0,0,0,0,0,42,865,6928,12153,10827,7066,4265,2833,2202,2093,0,0,0,0,0,0,0,0,0,0,0,9,436,3924,10561,18939
14342765107_ee1c6211e4_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,815,5145,17178,19789,0,0,0,0,0,0,0,25,276,428,326,593,3659,11738,27510,17219
14365630848_14fe8a2676_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,4,5499,35216,19845,0,0,0,0,0,0,0,0,0,0,97,1953,8150,14133,19113,18599
14373194229_0aa435a43f_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,1,1645,12197,8340,5444,4588,0,0,0,0,0,0,74,585,2436,3175,4380,4241,5410,6382,5011,4301
14375957730_87938d973c_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,33,44,44,34,178,17034,0,0,0,0,0,0,0,0,4,21,351,1170,4828,13431,21751,23384
143797170_05482613ac_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,37,4108,11440,11592,12492,0,0,0,0,0,0,0,1,110,244,857,1922,2956,7113,17591,25530
14391599934_1c14b12361_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,1040,19867,22781,17776,0,0,0,0,0,0,0,11,317,2026,4630,6034,6853,7753,12956,23757
14399713267_84b94622ed_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36281,0,0,0,0,0,0,0,0,0,0,0,18,604,5142,25975,30824
14401005141_658fe992f7_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,4,469,4652,8910,6322,6117,0,0,0,0,0,0,0,3,261,927,1577,2088,3947,5486,6723,12172
14413059366_7e8f031b74_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,10,6001,18880,26086,0,0,0,0,0,5,6,10,28,124,445,2459,7590,15476,22494,16632
14422452866_6c65b0ffff_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2447,39134,0,0,0,0,0,0,0,0,0,0,0,15,162,810,2793,35141
14422453816_3936e59f6f_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1378,17667,0,0,0,0,0,0,0,0,14,29,48,151,429,1838,16904,39325
14427086722_23db06eeb2_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,3,249,6187,16469,18980,0,0,0,0,0,1,6,14,25,148,649,3081,11460,17402,17220,14283
14429880291_a01b947f15_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,11,212,9466,0,0,0,0,0,0,0,0,0,0,10,324,2754,8053,16397,25502
14434033769_c575e8bee7_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,299,10657,28399,0,0,0,0,0,0,9,61,179,536,1574,4264,5208,6134,10467,20580
14439714103_d28e557603_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18056,46842
14442232811_ca13ba6c37_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1184,29566,0,0,0,0,0,0,0,0,29,597,1285,1772,2700,7504,19470,29891
14444225312_7e62ac2288_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,3,141,8427,22010,0,0,0,0,0,0,0,0,4,31,117,265,341,1905,12550,41600
14445581025_4cd8deae96_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,885,8234,17654,0,0,0,0,0,0,0,0,0,0,0,2,19,226,4284,26355
14478886609_53b374bbd4_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,52,3385,19080,24501,16931,0,0,0,0,0,0,0,0,0,20,57,116,979,2997,8202,25853
14495221492_56a9c0d932_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,3456,8228,21836,20351,10761
14506113506_d38480006b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,1,319,8661,17923,13643,8869,7422,0,0,0,0,0,0,0,0,0,0,18,606,3412,11557,29656,16630
14513116883_2e99ec5feb_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,44,7494,19708,17407,0,0,0,0,0,0,0,4,188,793,1136,2761,7646,14209,27489,8831
14515088939_63c21228b0_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1554,35365,0,0,0,0,4,179,533,821,1503,2848,5027,6602,8610,11191,14716,13486
14525825511_9540550d85_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,2,213,3083,8847,10881,11681,10595,0,0,0,0,0,0,0,0,0,3,75,542,1924,7053,27120,24177
14529200855_da4f82715e_c.jpg,astilbe,0,0,0,0,0,0,0,0,8,252,2966,11758,13551,12288,11154,5558,0,0,0,0,0,0,0,0,0,0,3,22,595,4079,14843,29893
14529208575_73de85ab29_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,221,6857,15228,29161,0,0,0,0,0,0,0,0,0,43,210,540,1674,8351,16150,29791
14529210095_83be78a2cf_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,3,573,12367,11721,7364,0,0,0,0,0,0,0,0,85,445,1308,2680,7128,12312,11710,10617
14534186052_f4d31bdf01_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,9,293,1527,2775,4158,0,0,0,0,0,0,0,0,0,0,0,0,76,439,5146,35935
14547371587_97f4f8ea63_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,111,9921,19452,21503,0,0,0,0,0,0,0,0,0,2,33,342,1453,4491,19386,29373
14548816391_57802aca8f_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,28623,31761,0,0,0,0,0,0,0,0,0,0,5,798,5445,12502,19035,23760
14572337143_2ebb5d4e06_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,30,5011,23076,26975,0,0,0,0,0,0,0,0,0,1,25,603,5011,9878,14105,25017
14608094303_197c66bf37_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,3,26,2202,6417,14722,0,0,0,0,0,0,0,17,108,97,471,1644,7405,26376,20158,9091
14618332759_73f7691caf_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,1,65,1199,5479,9142,27709,0,0,0,0,0,0,0,0,5,200,471,2181,6807,11363,10581,18474
14631503627_32edc05410_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,5,95,7315,3877,0,0,0,0,0,0,0,0,9,101,950,3723,5583,10608,34480,9822
14666885663_4a650fd1a4_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38705,0,0,0,0,0,0,0,0,0,0,0,171,5852,21696,30357,7391
14669905715_4c272a21aa_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3411,30214,0,0,0,0,0,30,52,118,423,858,1693,3596,7054,9868,6798,24032
14761455683_20b5861497_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,2,885,33805,0,0,0,0,0,0,0,0,96,1372,3393,5405,11852,9875,8811,22703
14773591853_659332eae8_c.jpg,astilbe,0,0,0,0,0,0,0,0,1,7,66,492,3078,9549,9587,7549,0,0,0,0,0,0,0,0,0,15,169,713,2799,8299,12925,13799
147871972_8dca8212bc_c.jpg,astilbe,0,0,0,0,0,0,0,0,1,204,3279,1038,1313,7425,11357,26525,0,0,0,0,0,0,0,0,4,111,338,1114,2877,5911,10462,23435
1479334241_e94a8ebab0_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,49,109,295,1076,4679,22367
14868137554_af26230c9d_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,30840,0,0,0,0,2,2,9,12,70,266,634,960,1456,3057,6345,25390
150953577_a1a1281336_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,5,28,93,1525,55149,0,0,0,0,0,0,0,0,0,0,0,0,241,1453,4665,53457
152090956_75d2a3d2fe_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4887,34703,0,0,0,0,0,0,0,0,0,0,0,0,1,145,7207,53091
15349874996_d875615d13_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,53070,0,0,0,0,0,0,0,0,0,7,15,265,1509,3782,5303,35306
15369727941_8047abb811_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,2,519,8412,19498,22561,0,0,0,0,0,0,0,97,334,454,497,828,2157,7543,21186,30723
156167434_8d419ffc03_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,2,2,938,11862,23942,17623,8325,0,0,0,0,0,0,0,16,362,1340,4836,16983,24755,10921,4397,1777
1620702667_fefaae42b1_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,41,3285,21214,23144,0,0,0,0,0,0,0,19,136,336,642,2176,3865,8709,16477,17307
16413122622_44f60f14eb_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,115,478,1029,1498,27913,0,0,0,0,0,0,0,0,0,0,0,2,41,762,3873,30602
16437319264_c5887d6b09_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,5845
16744793647_81bdcb7e56_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,2,55,117,415,641,0,0,0,0,0,0,0,0,0,0,0,0,5,53,284,2152
16921957655_9dbbd80ce4_c.jpg,astilbe,0,0,0,0,0,8,78,73,82,126,168,343,712,2206,8111,23414,0,0,0,0,0,45,549,1378,2096,2375,3565,4387,6395,8738,7282,13823
171793390_08ac723af0_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,22,198,463,1427,6944,20423,0,0,0,0,0,0,0,0,0,0,0,0,4,2196,11737,29489
17260191186_53035e3baf_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,408,3406,5701,8257,6310,15901,0,0,0,0,0,0,0,0,0,4,156,1286,3579,9316,12319,16299
17286256775_c5285eda2b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,1,313,3526,4462,3212,7533,0,0,0,0,0,0,1,35,102,328,1281,2692,12900,16562,12610,9615
173514478_a3f016b3e1_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,6,3398,8951,8585,6975,5256,3893,0,0,0,0,0,0,21,36,147,452,619,1208,2818,7216,10646,9998
176229137_1ee8d353e9_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,1,96,1095,5118,5296,9223,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2328,43540
180886221_939d46ee31_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,212,3241,8454,16757,0,0,0,0,0,0,0,0,2,8,21,408,1995,7278,19013,31533
18096405139_68898fd893_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,5,4595,25791,29371,0,0,0,0,0,0,6,42,209,742,2615,4970,6937,9321,13480,19529
181103488_eb8fb7246b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1735,26530,0,0,0,0,0,0,0,0,0,0,31,105,372,980,5463,49237
18376271384_84f3fd3158_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,3,1450,8452,14615,23545,13880,0,0,0,0,0,0,0,0,0,0,0,0,3,324,7716,38636
18539948989_6c0df41c9d_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,7,190,879,2760,5862,9569,18368,0,0,0,0,0,0,8,50,169,419,908,2313,4864,10607,17561,24218
186521736_67115ced2a_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,128,4180,21625,21004,0,0,0,0,0,19,184,796,1828,3051,6614,12289,11517,10796,12203,6229
18708713711_b9e0138904_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,24667,29576,0,0,0,0,0,0,0,0,9,86,542,1557,3994,9974,19439,21894
18756189334_7cee4deeea_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,29,278,1647,4505,5395,5389,0,0,0,0,0,0,0,19,29,26,35,147,582,2124,9997,25830
18773423293_0ae94dc127_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,3,222,2925,7996,0,0,0,0,0,0,0,0,0,2,60,237,1143,4836,19385,38654
18786817059_7d3a04821b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5301,33245,0,0,0,0,0,0,0,0,0,2,26,846,5569,12157,17932,13480
18836736090_17cc0f2f37_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,47714,0,0,0,0,0,0,0,0,0,0,9,113,1678,7699,19860,34797
188742113_97b7c0f189_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,88,991,9733,0,0,0,0,0,0,0,0,0,2,7,8,14,326,11250,45471
18931747274_13941bf5b8_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,18,872,12041,8622,0,0,0,0,0,0,0,0,0,0,0,0,25,5661,31734,22335
18990523683_8c75955d48_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,1,366,20860,21233,0,0,0,0,0,7,18,30,30,45,70,215,1181,4718,11602,18955
18990525433_4274961624_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,8480,11629,0,0,0,0,5,20,40,31,46,42,93,495,2284,7378,12954,23274
18995971176_55fbdee347_c.jpg,astilbe,0,0,0,0,0,0,0,0,58,776,745,1717,4249,3198,3576,10025,0,0,0,0,0,0,0,0,0,0,0,15,1078,4930,10219,16650
190672131_af0057cc03_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,9,177,47315,0,0,0,0,0,0,0,1,11,68,171,185,209,306,863,44922
19180129162_b70072ff61_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,9,300,1898,6333,11789,21100,0,0,0,0,0,10,228,439,814,1226,1436,1790,3031,4723,10322,19867
19249253340_3ec5a85132_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,22,382,39472,0,0,0,0,0,0,0,2,15,1617,12397,6441,7759,17125,8271,7312
19278206989_cff5694de0_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,1,65,520,1927,28498,0,0,0,1,16,111,95,138,630,1109,1786,1897,2505,2116,2601,24593
19424875719_6072f74e16_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2824,17092,0,0,0,0,0,0,0,0,0,2,97,652,2383,5346,9472,21444
19424876529_084208f205_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,630,7098,23994,0,0,0,0,0,0,0,0,0,24,234,948,3288,6377,9896,21781
19585282296_3a2cd15b94_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8179,44577,0,0,0,0,0,0,0,3,16,20,9,31,203,733,4256,16537
19596829_059e0d9d5a_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,44070,0,0,0,0,0,0,0,0,0,0,0,0,32,1252,8125,36324
19604496042_b00e264ae3_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,6,1349,7440,13359,0,0,0,0,0,0,0,1,2,15,100,704,1592,5286,13706,25611
19652293489_85a724d847_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,1,16,1179,9695,8622,7797,16622,0,0,0,0,0,0,0,3,15,61,320,1834,6319,11807,15437,18428
19704381156_0f3678b5db_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,15,585,6390,6891,3149,2143,0,0,0,0,0,54,186,241,364,640,1446,2501,3850,4342,3837,4138
197843955_0be48a9eb2_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,5,79,4569,24601,8022,0,0,0,0,0,0,0,0,0,0,0,0,41,2088,37179,23859
19811535_82ec45117e_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,773,2055,2265,18813,0,0,0,0,0,0,0,2,10,42,361,1540,3446,8356,11460,38714
19964587255_399f6e98d1_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,239,5180,21748,0,0,0,0,0,0,0,0,0,0,1,25,75,260,1035,45327
20110831951_bdbc014e18_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,4,5544,25991,10387,0,0,0,0,0,0,0,0,0,2,108,2101,10346,18034,10803,8571
20164440_97ec1fd3d6_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,16,18223,30499,13404,0,0,0,0,0,0,53,555,1509,2258,2097,3216,24663,22935,7342,908
20164473_a9a6ca035e_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,2,555,30703,20412,8054,0,0,0,0,0,0,0,0,8,94,1844,14400,20482,13610,10539,4386
2038713607_3f17946341_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,23,246,1540,27105,0,0,0,0,0,0,0,0,0,38,145,529,1697,5041,12717,44370
2051082362_f1174a3068_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,2,321,5150,15192,11189,6419,4052,0,0,0,0,0,0,12,95,410,880,1982,4798,11746,15587,9643,8667
20578740260_12c0e3a9e0_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,13,118,245,1130,19486,0,0,0,0,0,0,0,0,0,0,27,115,344,1197,3759,23296
20972594356_16b8c4c11c_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,11532,42998,10851,0,0,0,0,0,0,0,0,0,0,0,0,0,3,199,11276
21090361301_95860bd711_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183,38831,0,0,0,0,0,0,0,0,2,30,157,830,2364,13474,23950,23901
210983713_f4bb1020d9_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,30295,0,0,0,0,0,6,6,9,24,56,127,813,4769,17384,26663,15264
21189654503_a082444bee_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,66,964,15154,0,0,0,0,0,0,0,0,0,0,0,6,1207,15354,19588,23675
213351172_f845728d7d_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,534,0,0,0,0,0,0,0,0,2,19,228,585,1558,3862,8405,23803
220632204_7c0d9ac9cd_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2649,15338,0,0,0,0,0,0,0,0,18,204,632,855,1471,5620,12864,26153
220641238_6b935d18ea_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,5,121,4222,12786,20110,0,0,0,0,5,27,48,67,88,112,213,1029,4801,17059,19289,14745
220643085_a20db49012_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,49,1735,11295,14867,14534,0,0,0,0,0,0,0,0,23,320,1512,4467,8698,14859,20008,10835
220652191_95fea3f83b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,38,593,4598,16321,0,0,0,0,0,0,80,234,431,984,1926,3290,5784,5261,10855,23181
220674625_1f36cddf4f_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,2,318,5198,11380,23021,0,0,0,0,0,0,0,0,0,53,358,1118,3900,13075,16811,19936
22085360_5eb0196960_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,8,355,5521,13464,8448,4850,0,0,0,0,0,0,0,0,0,98,742,2779,7340,12362,14365,23561
22085636_8161658335_c.jpg,astilbe,0,0,0,0,0,0,0,0,1,59,1018,5280,11398,7976,4738,3126,0,0,0,0,0,0,0,14,88,495,1371,4343,8099,11669,13035,23197
22085861_543dc248fa_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,1,513,2561,5060,3645,2999,3918,0,0,0,0,0,0,0,0,0,8,536,2847,6227,5113,9151,29193
221278257_eb5e05030b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,13,1422,4520,2841,4873,0,0,0,0,0,0,4,73,543,1127,1665,2343,2466,1366,1525,2875
221367370_ca87e3958e_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1092,6628,0,0,0,0,0,0,0,0,12,46,137,1119,2394,2148,2620,4127
221796702_17f661dd09_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,22,198,5046,20882,0,0,0,0,0,0,0,0,0,4,119,742,4488,12119,19551,11680
221797375_da1d2bd5b8_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,5,702,28376,0,0,0,0,0,0,0,0,7,158,250,1911,3676,6641,19969,19043
2232694345_70f3b6c0de_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1027,11562,0,0,0,0,0,0,0,0,0,8,79,129,1193,3578,9668,36067
22342397332_b33a9619c5_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,35,253,554,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,694
2236225240_1875d958cc_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,38016,0,0,0,0,0,0,0,1,58,831,4590,13776,13927,7474,8220,15754
23017158310_a05f5075ff_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,411,14186,14167,0,0,0,0,0,0,35,206,690,1942,5298,7448,10426,9960,9174,9302
2335374173_c9af130ef2_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48238,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2772,61857
2357453625_d19d74a238_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,17,2732,16072,34078,0,0,0,0,0,0,0,0,0,0,52,206,1614,9162,21393,26668
2358268346_85339b5702_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,6,1637,17350,14484,23134,0,0,0,0,0,0,11,156,123,324,964,1952,4012,9724,14720,16053
24300989935_6c8fb87199_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21749,0,0,0,0,0,0,0,0,4,12,26,208,924,3388,7930,52442
2486988515_a983cd081b_c.jpg,astilbe,0,0,0,0,0,0,0,0,0,0,0,0,69,2190,15809,23748,0,0,0,0,0,0,0,0,0,0,0,6,372,3611,8939,26398
